image_path,price
datasets/images/image_0.jpg,391000
datasets/images/im5.jpg,391000
datasets/images/image_16.jpg,391000
datasets/images/image_17.jpg,391000
datasets/images/image_18.jpg,391000
datasets/images/image_19.jpg,391000
datasets/images/image_20.jpg,391000
datasets/images/image_21.jpg,391000
datasets/images/image_22.jpg,391000
datasets/images/image_23.jpg,391000
datasets/images/image_24.jpg,391000
datasets/images/image_25.jpg,391000
datasets/images/image_26.jpg,391000
datasets/images/image_27.jpg,391000
datasets/images/image_28.jpg,391000
datasets/images/image_29.jpg,391000
datasets/images/image_30.jpg,391000
datasets/images/image_31.jpg,391000
datasets/images/image_32.jpg,391000
datasets/images/image_33.jpg,391000
datasets/images/image_34.jpg,391000
datasets/images/image_35.jpg,391000
datasets/images/image_36.jpg,391000
datasets/images/image_37.jpg,391000
datasets/images/image_38.jpg,391000
datasets/images/image_39.jpg,391000
datasets/images/image_40.jpg,391000
datasets/images/image_41.jpg,391000
datasets/images/image_42.jpg,391000
datasets/images/image_43.jpg,391000
datasets/images/image_44.jpg,391000
datasets/images/image_45.jpg,391000
datasets/images/image_46.jpg,391000
datasets/images/image_47.jpg,391000
datasets/images/image_48.jpg,391000
datasets/images/image_49.jpg,391000
datasets/images/image_50.jpg,391000
datasets/images/image_51.jpg,391000
datasets/images/image_52.jpg,391000
datasets/images/image_53.jpg,391000
datasets/images/image_54.jpg,391000
datasets/images/image_55.jpg,391000
datasets/images/image_56.jpg,391000
datasets/images/image_57.jpg,391000
datasets/images/image_58.jpg,391000
datasets/images/image_59.jpg,391000
datasets/images/image_60.jpg,391000
datasets/images/image_61.jpg,391000
datasets/images/image_62.jpg,391000
datasets/images/image_63.jpg,391000
datasets/images/image_64.jpg,391000
datasets/images/image_65.jpg,391000
datasets/images/image_66.jpg,391000
datasets/images/image_67.jpg,391000
datasets/images/image_68.jpg,391000
datasets/images/image_69.jpg,391000
datasets/images/image_70.jpg,391000
datasets/images/image_71.jpg,391000
datasets/images/image_72.jpg,391000
datasets/images/image_73.jpg,391000
datasets/images/image_74.jpg,391000
datasets/images/image_75.jpg,391000
datasets/images/image_76.jpg,391000
datasets/images/image_77.jpg,391000
datasets/images/image_78.jpg,391000
datasets/images/image_79.jpg,391000
datasets/images/image_80.jpg,391000
datasets/images/image_81.jpg,391000
datasets/images/image_82.jpg,391000
datasets/images/image_83.jpg,391000
datasets/images/image_84.jpg,391000
datasets/images/image_85.jpg,391000
datasets/images/image_86.jpg,391000
datasets/images/image_87.jpg,391000
datasets/images/image_88.jpg,391000
datasets/images/image_89.jpg,391000
datasets/images/image_90.jpg,391000
datasets/images/image_91.jpg,391000
datasets/images/image_92.jpg,391000
datasets/images/image_93.jpg,391000
datasets/images/image_94.jpg,391000
datasets/images/image_95.jpg,391000
datasets/images/image_96.jpg,391000
datasets/images/image_97.jpg,391000
datasets/images/image_98.jpg,391000
datasets/images/image_99.jpg,391000
datasets/images/image_100.jpg,391000
datasets/images/image_101.jpg,391000
datasets/images/image_102.jpg,391000
datasets/images/image_103.jpg,391000
datasets/images/image_104.jpg,391000
datasets/images/image_105.jpg,391000
datasets/images/image_106.jpg,391000
datasets/images/image_107.jpg,391000
datasets/images/image_108.jpg,391000
datasets/images/image_109.jpg,391000
datasets/images/image_110.jpg,391000
datasets/images/image_111.jpg,391000
datasets/images/image_112.jpg,391000
datasets/images/image_113.jpg,391000
datasets/images/image_114.jpg,391000
datasets/images/image_115.jpg,391000
datasets/images/image_116.jpg,391000
datasets/images/image_117.jpg,391000
datasets/images/image_118.jpg,391000
datasets/images/image_119.jpg,391000
datasets/images/image_120.jpg,391000
datasets/images/image_121.jpg,391000
datasets/images/image_122.jpg,391000
datasets/images/image_123.jpg,391000
datasets/images/image_124.jpg,391000
datasets/images/image_125.jpg,391000
datasets/images/image_126.jpg,391000
datasets/images/image_127.jpg,391000
datasets/images/image_128.jpg,391000
datasets/images/image_129.jpg,391000
datasets/images/image_130.jpg,391000
datasets/images/image_131.jpg,391000
datasets/images/image_132.jpg,391000
datasets/images/image_133.jpg,391000
datasets/images/image_134.jpg,391000
datasets/images/image_135.jpg,391000
datasets/images/image_136.jpg,391000
datasets/images/image_137.jpg,391000
datasets/images/image_138.jpg,391000
datasets/images/image_139.jpg,391000
datasets/images/image_140.jpg,391000
datasets/images/image_141.jpg,391000
datasets/images/image_142.jpg,391000
datasets/images/image_143.jpg,391000
datasets/images/image_144.jpg,391000
datasets/images/image_145.jpg,391000
datasets/images/image_146.jpg,391000
datasets/images/image_147.jpg,391000
datasets/images/image_148.jpg,391000
datasets/images/image_149.jpg,391000
datasets/images/image_150.jpg,391000
datasets/images/image_151.jpg,391000
datasets/images/image_152.jpg,391000
datasets/images/image_153.jpg,391000
datasets/images/image_154.jpg,391000
datasets/images/image_155.jpg,391000
datasets/images/image_156.jpg,391000
datasets/images/image_157.jpg,391000
datasets/images/image_158.jpg,391000
datasets/images/image_159.jpg,391000
datasets/images/image_160.jpg,391000
datasets/images/image_161.jpg,391000
datasets/images/image_162.jpg,391000
datasets/images/image_163.jpg,391000
datasets/images/image_164.jpg,391000
datasets/images/image_165.jpg,391000
datasets/images/image_166.jpg,391000
datasets/images/image_167.jpg,391000
